#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Oct 21 20:27:17 EDT 2018,0,0,Assignment7Suite, ,CommandInterpreterFactoryMethodTest+ ScannerFactoryMethodTest+ ,BridgeSceneFactoryMethodTest- CommandInterpreterApproachedArthurMixedSayTestCase- CommandInterpreterApproachedArthurSayTestCase- CommandInterpreterArthurMixedMoveLeftArmTestCase- CommandInterpreterArthurMoveLeftArmTestCase- CommandInterpreterArthurSignedMoveLeftArmTestCase- CommandInterpreterGalahadMoveLeftArmTestCase- CommandInterpreterGalahadSignedMoveLeftArmTestCase- CommandInterpreterLancelotMoveLeftArmTestCase- CommandInterpreterLancelotSignedMoveLeftArmTestCase- CommandInterpreterRobinMoveLeftArmTestCase- CommandInterpreterRobinSignedMoveLeftArmTestCase- IllegalCommandNameTestCase- MissingFirstArgumentTestCase- MissingSecondArgumentTestCase- StringTableFactoryMethodTest- StringTableTest- , ,
1,Sun Oct 21 20:29:27 EDT 2018,0,0,Assignment7Suite, ,CommandInterpreterFactoryMethodTest ScannerFactoryMethodTest ,BridgeSceneFactoryMethodTest CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase StringTableFactoryMethodTest StringTableTest , ,
